i;tmja_avant;tmja_apres;diff_tmja
314;51;41.0;10.0
315;143;0;143
316;42;0;42
317;32;21.0;11.0
319;132;4.0;128.0
321;50;8.0;42.0
322;1310;1305.0;5.0
323;1298;1305.0;7.0
324;6;0;6
325;31;0;31
326;41;0;41
327;708;712.0;4.0
328;8;12.0;4.0
329;182;291.0;109.0
330;173;0;173
331;115;27.0;88.0
332;1504;1700.0;196.0
333;201;0;201
334;260;265.0;5.0
335;173;57.0;116.0
338;372;385.0;13.0
339;22;22.0;0.0
340;19;0;19
341;14;20.0;6.0
342;25;0;25
343;976;993.0;17.0
344;260;245.0;15.0
345;19;29.0;10.0
346;78;63.0;15.0
347;103;0;103
348;14;24.0;10.0
349;83;103.0;20.0
350;35;37.0;2.0
351;262;162.0;100.0
352;17;22.0;5.0
353;9;0;9
354;1473;0;1473
355;24;0;24
356;18;0;18
357;105;108.0;3.0
358;25;24.0;1.0
359;26;32.0;6.0
360;18;0;18
361;25;0;25
362;1553;988.0;565.0
363;4;94.0;90.0
364;24;26.0;2.0
365;18;19.0;1.0
366;156;148.0;8.0
367;188;188.0;0.0
368;42;37.0;5.0
369;21;26.0;5.0
370;1682;1707.0;25.0
371;30;0;30
372;38;27.0;11.0
373;350;357.0;7.0
374;27;1489.0;1462.0
375;1535;66.0;1469.0
376;1503;1507.0;4.0
377;448;456.0;8.0
378;113;127.0;14.0
380;331;0;331
381;274;293.0;19.0
382;352;42.0;310.0
383;1527;1513.0;14.0
384;13;0;13
385;53;52.0;1.0
386;79;69.0;10.0
387;24;0;24
388;1018;1016.0;2.0
389;23;0;23
390;151;158.0;7.0
391;176;171.0;5.0
392;565;562.0;3.0
393;561;543.0;18.0
394;58;0;58
395;123;154.0;31.0
396;1496;777.0;719.0
397;392;165.0;227.0
398;243;257.0;14.0
399;28;22.0;6.0
400;24;26.0;2.0
401;38;49.0;11.0
402;203;137.0;66.0
403;14;0;14
404;22;25.0;3.0
405;171;167.0;4.0
406;78;0;78
407;84;9.0;75.0
408;21;28.0;7.0
409;19;0;19
410;486;24.0;462.0
411;462;451.0;11.0
412;25;0;25
413;534;544.0;10.0
414;1036;1033.0;3.0
415;555;542.0;13.0
416;111;105.0;6.0
417;24;34.0;10.0
420;23;24.0;1.0
423;50;58.0;8.0
424;127;0;127
425;145;17.0;128.0
426;183;169.0;14.0
427;372;375.0;3.0
428;61;64.0;3.0
429;76;84.0;8.0
430;300;304.0;4.0
431;189;180.0;9.0
432;185;203.0;18.0
434;20;0;20
435;164;291.0;127.0
436;1084;563.0;521.0
437;1722;1711.0;11.0
438;199;185.0;14.0
439;82;69.0;13.0
440;744;744.0;0.0
441;16;14.0;2.0
442;1072;1065.0;7.0
443;92;0;92
444;1527;1521.0;6.0
445;1558;1453.0;105.0
446;880;864.0;16.0
447;137;36.0;101.0
448;1524;1441.0;83.0
449;84;0;84
450;39;154.0;115.0
451;969;838.0;131.0
452;203;815.0;612.0
453;722;0;722
454;1545;67.0;1478.0
455;1459;0;1459
456;1040;1053.0;13.0
457;753;744.0;9.0
458;331;93.0;238.0
459;56;57.0;1.0
460;628;627.0;1.0
461;654;650.0;4.0
462;2;0;2
463;652;659.0;7.0
464;643;650.0;7.0
465;44;57.0;13.0
466;25;0;25
467;66;76.0;10.0
468;75;73.0;2.0
469;252;20.0;232.0
470;22;0;22
471;11;0;11
472;64;76.0;12.0
473;155;143.0;12.0
474;237;0;237
475;45;0;45
476;519;585.0;66.0
477;53;0;53
478;133;133.0;0.0
479;578;565.0;13.0
480;139;145.0;6.0
481;101;659.0;558.0
482;563;0;563
483;731;279.0;452.0
484;407;421.0;14.0
485;98;0;98
486;152;140.0;12.0
487;415;421.0;6.0
488;488;496.0;8.0
489;96;56.0;40.0
490;28;62.0;34.0
491;25;28.0;3.0
492;23;21.0;2.0
