i;tmja_avant;tmja_apres;diff_tmja
323;1298;1109.0;189.0
324;6;0;6
325;31;0;31
326;41;0;41
327;708;776.0;68.0
328;8;0;8
329;182;0;182
330;173;0;173
331;115;53.0;62.0
332;1504;1726.0;222.0
333;201;0;201
334;260;279.0;19.0
335;173;83.0;90.0
338;372;145.0;227.0
339;22;48.0;26.0
340;19;0;19
341;14;20.0;6.0
342;25;26.0;1.0
343;976;1140.0;164.0
344;260;98.0;162.0
345;19;3.0;16.0
346;78;89.0;11.0
347;103;48.0;55.0
348;14;68.0;54.0
349;83;35.0;48.0
350;35;183.0;148.0
351;262;110.0;152.0
352;17;48.0;31.0
353;9;0;9
354;1473;0;1473
355;24;0;24
356;18;26.0;8.0
357;105;134.0;29.0
358;25;39.0;14.0
359;26;32.0;6.0
360;18;0;18
361;25;1.0;24.0
362;1553;1253.0;300.0
363;4;0;4
364;24;52.0;28.0
365;18;0;18
366;156;332.0;176.0
367;188;23.0;165.0
368;42;177.0;135.0
369;21;52.0;31.0
370;1682;1620.0;62.0
371;30;0;30
372;38;27.0;11.0
373;350;279.0;71.0
374;27;1540.0;1513.0
375;1535;15.0;1520.0
376;1503;1455.0;48.0
377;448;430.0;18.0
378;113;0;113
380;331;0;331
381;274;601.0;327.0
382;352;350.0;2.0
383;1527;1231.0;296.0
384;13;47.0;34.0
385;53;69.0;16.0
386;79;112.0;33.0
387;24;26.0;2.0
388;1018;990.0;28.0
389;23;26.0;3.0
390;151;184.0;33.0
391;176;145.0;31.0
392;565;536.0;29.0
393;561;468.0;93.0
394;58;0;58
395;123;86.0;37.0
396;1496;1608.0;112.0
397;392;185.0;207.0
398;243;231.0;12.0
399;28;44.0;16.0
400;24;49.0;25.0
401;38;19.0;19.0
402;203;239.0;36.0
403;14;0;14
404;22;0;22
405;171;98.0;73.0
406;78;0;78
407;84;61.0;23.0
408;21;54.0;33.0
409;19;0;19
410;486;0;486
411;462;755.0;293.0
412;25;26.0;1.0
413;534;362.0;172.0
414;1036;1007.0;29.0
415;555;490.0;65.0
416;111;131.0;20.0
417;24;0;24
420;23;50.0;27.0
423;50;32.0;18.0
424;127;35.0;92.0
425;145;0;145
426;183;247.0;64.0
427;372;109.0;263.0
428;61;6.0;55.0
429;76;0;76
430;300;148.0;152.0
431;189;154.0;35.0
432;185;99.0;86.0
434;20;0;20
435;164;0;164
436;1084;742.0;342.0
437;1722;1598.0;124.0
438;199;324.0;125.0
439;82;183.0;101.0
440;744;718.0;26.0
441;16;72.0;56.0
442;1072;1097.0;25.0
443;92;0;92
444;1527;1495.0;32.0
445;1558;1495.0;63.0
446;880;682.0;198.0
447;137;0;137
448;1524;1467.0;57.0
449;84;0;84
450;39;86.0;47.0
451;969;620.0;349.0
452;203;0;203
453;722;805.0;83.0
454;1545;41.0;1504.0
455;1459;0;1459
456;1040;1079.0;39.0
457;753;713.0;40.0
458;331;50.0;281.0
459;56;145.0;89.0
460;628;539.0;89.0
461;654;702.0;48.0
462;2;0;2
463;652;732.0;80.0
464;643;676.0;33.0
465;44;57.0;13.0
466;25;0;25
467;66;128.0;62.0
468;75;47.0;28.0
469;252;46.0;206.0
470;22;26.0;4.0
471;11;0;11
472;64;151.0;87.0
473;155;65.0;90.0
474;237;0;237
475;45;455.0;410.0
476;519;0;519
477;53;403.0;350.0
478;133;3.0;130.0
479;578;284.0;294.0
480;139;0;139
481;101;0;101
482;563;233.0;330.0
483;731;305.0;426.0
484;407;0;407
485;98;52.0;46.0
486;152;88.0;64.0
487;415;447.0;32.0
488;488;515.0;27.0
489;96;0;96
490;28;144.0;116.0
491;25;51.0;26.0
492;23;47.0;24.0
